loan_amnt,term,sub_grade,home_ownership,verification_status,purpose_group,delinq_2yrs_flag,inq_last_6mths_bin,total_acc_bin,emp_status_unverifiable,bin_annual_inc,bin_int_ratec,bin_dti,bin_revol_util
35000, 36 months,C3,MORTGAGE,Verified,Debt Management,0.0,0,35+,0,80K-120K,15-21%,25-30,80-100%
20000, 36 months,C2,RENT,Not Verified,Debt Management,0.0,0,35+,0,40K-80K,12-15%,15-20,60-80%
20000, 36 months,A1,RENT,Source Verified,Debt Management,0.0,0,26-35,0,>120K,<8%,5-10,<20%
7200, 36 months,A4,RENT,Source Verified,Personal Expenses,0.0,0,20-26,0,40K-80K,<8%,15-20,20-40%
2200, 36 months,C2,OWN,Verified,Debt Management,0.0,0,0-10,0,40K-80K,12-15%,<5,80-100%
10000, 36 months,D2,RENT,Verified,Debt Management,0.0,0,16-20,0,40K-80K,15-21%,15-20,40-60%
4000, 36 months,C1,RENT,Not Verified,Debt Management,1.0,0,16-20,0,40K-80K,12-15%,<5,60-80%
35000, 60 months,D5,MORTGAGE,Verified,Debt Management,1.0,0,26-35,0,80K-120K,15-21%,30-35,80-100%
12350, 36 months,G1,RENT,Verified,Home & Property,0.0,0-1,16-20,0,40K-80K,>24%,15-20,60-80%
6000, 36 months,A5,MORTGAGE,Not Verified,Home & Property,0.0,0,10-16,0,40K-80K,8-12%,15-20,20-40%
3000, 36 months,C4,OWN,Not Verified,Debt Management,0.0,0-1,26-35,0,40K-80K,12-15%,15-20,40-60%
5600, 36 months,C2,RENT,Not Verified,Debt Management,0.0,1-2,10-16,0,18K-40K,12-15%,20-25,40-60%
6000, 36 months,C2,MORTGAGE,Not Verified,Debt Management,0.0,0,20-26,0,80K-120K,12-15%,15-20,80-100%
3300, 36 months,B3,MORTGAGE,Not Verified,Personal Expenses,0.0,0,0-10,0,40K-80K,8-12%,5-10,<20%
12000, 36 months,C1,MORTGAGE,Verified,Debt Management,1.0,1-2,35+,0,40K-80K,12-15%,15-20,60-80%
10625, 36 months,C5,OWN,Verified,Debt Management,0.0,0-1,26-35,0,18K-40K,15-21%,25-30,60-80%
18000, 60 months,E1,MORTGAGE,Verified,Debt Management,1.0,0-1,26-35,0,40K-80K,15-21%,30-35,60-80%
7000, 36 months,A2,RENT,Source Verified,Debt Management,0.0,0,10-16,0,40K-80K,<8%,10-15,20-40%
5000, 36 months,A5,RENT,Not Verified,Debt Management,0.0,0,10-16,0,18K-40K,8-12%,25-30,<20%
8875, 36 months,B4,OWN,Not Verified,Debt Management,0.0,0,10-16,0,18K-40K,12-15%,25-30,60-80%
17050, 60 months,C4,RENT,Verified,Debt Management,0.0,0-1,26-35,1,18K-40K,15-21%,15-20,<20%
25000, 60 months,B4,MORTGAGE,Verified,Debt Management,0.0,0,35+,0,40K-80K,12-15%,15-20,40-60%
20000, 36 months,A5,MORTGAGE,Verified,Debt Management,0.0,0-1,35+,1,40K-80K,8-12%,20-25,20-40%
11500, 36 months,B2,OWN,Verified,Business & Education,0.0,0-1,0-10,0,18K-40K,8-12%,25-30,20-40%
6000, 36 months,D5,RENT,Not Verified,Debt Management,1.0,0,20-26,0,40K-80K,15-21%,5-10,<20%
12000, 36 months,C4,RENT,Source Verified,Debt Management,1.0,0-1,35+,0,80K-120K,12-15%,15-20,80-100%
15000, 36 months,C1,MORTGAGE,Verified,Debt Management,0.0,0-1,35+,0,80K-120K,12-15%,10-15,60-80%
7200, 36 months,B5,RENT,Verified,Debt Management,0.0,0,10-16,0,18K-40K,12-15%,25-30,60-80%
8000, 36 months,A2,MORTGAGE,Source Verified,Debt Management,0.0,0,16-20,0,80K-120K,<8%,10-15,<20%
3625, 36 months,C1,MORTGAGE,Verified,Debt Management,0.0,0,26-35,1,<18K,12-15%,25-30,80-100%
6000, 36 months,B2,RENT,Not Verified,Debt Management,0.0,0,10-16,0,40K-80K,8-12%,5-10,20-40%
8250, 36 months,B3,MORTGAGE,Verified,Debt Management,0.0,2+,26-35,1,40K-80K,12-15%,30-35,20-40%
7900, 36 months,D2,RENT,Not Verified,Debt Management,1.0,1-2,10-16,0,18K-40K,15-21%,10-15,20-40%
16000, 36 months,C4,RENT,Not Verified,Debt Management,0.0,1-2,10-16,0,18K-40K,15-21%,10-15,80-100%
10800, 36 months,B1,OWN,Verified,Debt Management,0.0,0,16-20,0,18K-40K,8-12%,20-25,40-60%
17000, 36 months,A4,RENT,Verified,Debt Management,0.0,0,35+,0,80K-120K,8-12%,15-20,20-40%
1600, 36 months,B1,RENT,Not Verified,Home & Property,0.0,0-1,0-10,0,<18K,8-12%,<5,60-80%
4000, 36 months,B2,RENT,Source Verified,Debt Management,0.0,0,0-10,0,80K-120K,8-12%,5-10,40-60%
9975, 36 months,E3,MORTGAGE,Source Verified,Home & Property,0.0,2+,26-35,0,80K-120K,15-21%,<5,<20%
7200, 36 months,B5,RENT,Not Verified,Debt Management,0.0,0,20-26,0,40K-80K,12-15%,10-15,40-60%
10000, 36 months,B2,RENT,Source Verified,Personal Expenses,0.0,0,0-10,0,40K-80K,8-12%,20-25,40-60%
12500, 36 months,A1,RENT,Not Verified,Debt Management,0.0,0-1,20-26,0,40K-80K,<8%,15-20,<20%
20000, 36 months,B5,MORTGAGE,Source Verified,Debt Management,0.0,0-1,26-35,0,80K-120K,8-12%,15-20,60-80%
10000, 36 months,D2,RENT,Verified,Debt Management,0.0,0-1,0-10,0,18K-40K,15-21%,10-15,80-100%
8000, 36 months,C1,RENT,Source Verified,Debt Management,0.0,0,26-35,0,18K-40K,12-15%,15-20,40-60%
10000, 36 months,B3,MORTGAGE,Verified,Debt Management,1.0,0-1,35+,0,80K-120K,8-12%,20-25,80-100%
8725, 36 months,A4,OWN,Verified,Home & Property,0.0,0-1,26-35,0,18K-40K,<8%,<5,<20%
14400, 36 months,B1,MORTGAGE,Not Verified,Debt Management,0.0,1-2,16-20,0,40K-80K,8-12%,10-15,60-80%
7100, 36 months,A4,RENT,Verified,Vehicle & Major Purchases,0.0,0-1,0-10,1,<18K,<8%,5-10,<20%
14700, 36 months,A3,MORTGAGE,Verified,Debt Management,0.0,2+,20-26,1,40K-80K,<8%,15-20,<20%
8000, 36 months,C1,RENT,Not Verified,Debt Management,0.0,0,26-35,0,80K-120K,12-15%,15-20,60-80%
13625, 36 months,B4,MORTGAGE,Source Verified,Debt Management,0.0,0-1,20-26,0,40K-80K,12-15%,15-20,40-60%
2000, 36 months,A5,MORTGAGE,Not Verified,Personal Expenses,0.0,0,0-10,0,<18K,8-12%,20-25,<20%
9600, 36 months,D1,MORTGAGE,Verified,Debt Management,1.0,0-1,35+,0,40K-80K,15-21%,20-25,<20%
5000, 60 months,A5,MORTGAGE,Verified,Vehicle & Major Purchases,0.0,2+,16-20,0,80K-120K,<8%,<5,<20%
7875, 36 months,D1,RENT,Verified,Debt Management,0.0,0-1,20-26,1,<18K,15-21%,20-25,40-60%
22400, 36 months,C2,MORTGAGE,Not Verified,Debt Management,1.0,0-1,16-20,0,80K-120K,12-15%,15-20,80-100%
4000, 36 months,D3,MORTGAGE,Source Verified,Home & Property,0.0,0-1,16-20,0,40K-80K,15-21%,15-20,80-100%
7800, 36 months,B3,RENT,Not Verified,Debt Management,0.0,0-1,26-35,0,40K-80K,12-15%,15-20,<20%
8400, 36 months,A4,RENT,Not Verified,Vehicle & Major Purchases,0.0,0,10-16,0,>120K,8-12%,<5,<20%
10000, 36 months,B2,MORTGAGE,Verified,Debt Management,1.0,1-2,35+,0,40K-80K,8-12%,25-30,<20%
20000, 36 months,C5,MORTGAGE,Verified,Debt Management,0.0,2+,20-26,0,80K-120K,15-21%,5-10,40-60%
18000, 36 months,B5,MORTGAGE,Not Verified,Debt Management,1.0,0,26-35,0,40K-80K,12-15%,20-25,20-40%
7200, 36 months,C4,RENT,Source Verified,Vehicle & Major Purchases,0.0,0,26-35,0,40K-80K,15-21%,30-35,40-60%
19800, 60 months,C5,MORTGAGE,Verified,Debt Management,0.0,0,10-16,0,40K-80K,15-21%,15-20,80-100%
15000, 60 months,C5,MORTGAGE,Source Verified,Debt Management,0.0,0-1,16-20,0,40K-80K,15-21%,10-15,40-60%
18000, 36 months,B4,MORTGAGE,Not Verified,Debt Management,1.0,0,26-35,0,40K-80K,12-15%,15-20,20-40%
7000, 36 months,B5,RENT,Verified,Debt Management,0.0,0,10-16,0,40K-80K,8-12%,15-20,20-40%
10000, 36 months,C5,MORTGAGE,Not Verified,Debt Management,1.0,2+,26-35,0,40K-80K,12-15%,15-20,20-40%
20800, 60 months,D4,RENT,Verified,Debt Management,0.0,0,16-20,0,40K-80K,15-21%,30-35,80-100%
24000, 36 months,A3,MORTGAGE,Verified,Debt Management,0.0,0,20-26,0,80K-120K,<8%,20-25,60-80%
3600, 36 months,E4,MORTGAGE,Verified,Debt Management,0.0,0,0-10,0,40K-80K,21-24%,<5,40-60%
6000, 36 months,B2,RENT,Verified,Debt Management,0.0,0,10-16,0,18K-40K,8-12%,25-30,60-80%
15000, 36 months,A4,RENT,Verified,Debt Management,0.0,0,16-20,0,>120K,<8%,5-10,40-60%
6000, 36 months,A2,MORTGAGE,Not Verified,Debt Management,0.0,1-2,26-35,0,40K-80K,<8%,15-20,20-40%
8000, 36 months,D4,RENT,Verified,Personal Expenses,0.0,1-2,35+,0,40K-80K,15-21%,15-20,20-40%
12000, 36 months,B2,MORTGAGE,Verified,Debt Management,0.0,0,26-35,0,40K-80K,8-12%,20-25,60-80%
1075, 36 months,A2,RENT,Not Verified,Vehicle & Major Purchases,0.0,0-1,10-16,0,18K-40K,<8%,5-10,20-40%
7525, 36 months,A3,MORTGAGE,Source Verified,Debt Management,0.0,0-1,26-35,0,40K-80K,<8%,10-15,<20%
12500, 36 months,B3,RENT,Not Verified,Debt Management,0.0,0,16-20,0,40K-80K,12-15%,<5,<20%
14000, 60 months,B3,RENT,Verified,Debt Management,0.0,0,10-16,0,18K-40K,8-12%,15-20,20-40%
20000, 36 months,A4,RENT,Source Verified,Debt Management,0.0,0,20-26,0,40K-80K,<8%,10-15,40-60%
14300, 36 months,D2,RENT,Verified,Debt Management,0.0,0-1,35+,0,18K-40K,15-21%,25-30,60-80%
18000, 36 months,D5,MORTGAGE,Verified,Debt Management,0.0,1-2,10-16,0,40K-80K,15-21%,15-20,80-100%
8000, 36 months,C1,MORTGAGE,Not Verified,Debt Management,0.0,0,26-35,0,80K-120K,12-15%,20-25,60-80%
20050, 60 months,F1,RENT,Source Verified,Debt Management,0.0,0,20-26,0,40K-80K,21-24%,25-30,80-100%
3200, 60 months,C4,RENT,Source Verified,Debt Management,0.0,0-1,26-35,0,80K-120K,15-21%,15-20,20-40%
10000, 60 months,D2,MORTGAGE,Source Verified,Personal Expenses,1.0,0,26-35,0,18K-40K,15-21%,10-15,20-40%
9000, 36 months,D2,MORTGAGE,Verified,Business & Education,0.0,1-2,16-20,0,>120K,15-21%,<5,60-80%
12250, 36 months,C4,OWN,Not Verified,Debt Management,0.0,2+,35+,0,18K-40K,15-21%,20-25,40-60%
17000, 36 months,B3,MORTGAGE,Verified,Debt Management,0.0,0,26-35,0,40K-80K,12-15%,15-20,20-40%
12125, 36 months,B5,RENT,Verified,Debt Management,0.0,0,26-35,0,40K-80K,12-15%,5-10,80-100%
